Локация,Количество
с. Сартам,1
д. Новоникольск,1
с. Коточиги,1
с. Базариха,1
с. Бородино,1
с. Одино,1
с. Рябово,1
с. Шешуки,1
Викулово,1
улица Хлынова,1
федеральная автодорога Тюмень-Омск,1
текст не содержит другой детализации,1
Казанское,1
река Карасула,1
река Мерген,1
Сладковский район,1
Сорокинский  район,1
нижний посад,1
г. Тобольск,1
р.п. Сумкино,1
Левобережья,1
мкр. Иртышский,1
подгорная часть города Тобольска,1
Заводоуковск,1
д. Песчаное,1
с. Огнево,1
трасса Тюмень — Ханты-Мансийск,1
деревня Макарово,1
реки Тобол,1
Усалка,1
Упоровский район,1
южные районы Тюменской области,1
Тюменский район,1
с. Уват,1
п. Коркино,1
п. Упорово,1
Ханты-Мансийский,1
Сургутский район,1
Комсомольское озеро,1
город Радужный,1
автодороги Югры,1
восточные районы Ханты-Мансийского автономного округа,1
восточная половина Ханты-Мансийского автономного округа - Югры,1
п.Зайцева Речка,1
п.Белорусский,1
Ларьяк,1
Покур,1
восточная половина ХантыМансийского автономного округа,1
населенные пункты Октябрьского района,1
река Итьях,1
с. Елизарово,1
п. Кедровый,1
п. Урманный,1
протока Нялинская,1
д. Ягурьях,1
город Ханты-Мансийск,1
Аргаяшский район,1
п.Бреды,1
магнитогорские водоёмы,1
Варненское сельское поселение,1
Княжий п.,1
Большие Харлуши,1
южные и горные районы региона,1
Ашинский район,1
город Магнитогорск,1
п. Старая Магнитка,1
озеро Увильды,1
с. Кузнецкое,1
Озерский городской округ,1
Вахрушево,1
Усть-Катав,1
Златоустовский,1
Чебаркульский,1
Нязепетровский,1
Верхнеуфалейский,1
город Муравленко,1
Красноселькупский,1
Пуровский,1
Тарко-Сал,1
река Щучья,1
Приуральский,1
Шурышкарский,1
Надымский,1
Ямальский,1
территория Ямала,1
полуостров,1
ярсалинские школьники,1
города и районы Ямала,1
Роза,1
СНТ «Нива»,1
СНТ «Садовод-любитель»,1
СНТ «Кедр»,1
СНТ «Курганжилстрой»,1
СТ «Пруды»,1
СНТ «Ивушка»,1
СНТ «Надежда»,1
ТСН «Оазис»,1
СНТ «Виктория 2»,1
СТ «Полянка 2»,1
СНТ «Камчиха»,1
СТ «Проектировщик»,1
СНТ «Берёзка Уралметаллургмонтаж»,1
СНТ Пенсионер,1
СНТ «Дрожжевик»,1
Кургансельмаш,1
Шевелевка,1
микрорайон Вороновка,1
Восточный микрорайон,1
